,interaction_name,pathway_name,ligand,receptor,agonist,antagonist,co_A_receptor,co_I_receptor,evidence,annotation
INS2_INSSR_2,ins - insra,INSULIN,ins,insra,INSULIN agonist,,,INSULIN inhibition receptor,KEGG: mmu04911; PMID: 24633815,Secreted Signaling
INS2_INSSR_3,insb - insrb,INSULIN,insb,insrb,INSULIN agonist,,,INSULIN inhibition receptor,KEGG: mmu04911; PMID: 24633815,Secreted Signaling
INS2_INSSR_4,insb - insra,INSULIN,insb,insra,INSULIN agonist,,,INSULIN inhibition receptor,KEGG: mmu04911; PMID: 24633815,Secreted Signaling
APLN_APLNR,apln - aplnr2,APELIN,apln,aplnr2,,,,,KEGG: mmu04371,Secreted Signaling
CCL28_CCR10_1,ccl27a - ccr10,CCL,ccl27a,ccr10,,,,,KEGG: mmu04060,Secreted Signaling
CCL28_CCR10_2,ccl27b - ccr10,CCL,ccl27b,ccr10,,,,,KEGG: mmu04060,Secreted Signaling
CCL27A_CCR10_1,ccl27a - ccr10,CCL,ccl27a,ccr10,,,,,KEGG: mmu04060,Secreted Signaling
CCL27A_CCR10_2,ccl27b - ccr10,CCL,ccl27b,ccr10,,,,,KEGG: mmu04060,Secreted Signaling
CCL27B_CCR10_1,ccl27a - ccr10,CCL,ccl27a,ccr10,,,,,KEGG: mmu04060,Secreted Signaling
CCL27B_CCR10_2,ccl27b - ccr10,CCL,ccl27b,ccr10,,,,,KEGG: mmu04060,Secreted Signaling
CCL8_ACKR4_1,ccl38.1 - ackr4b,CCL,ccl38.1,ackr4b,,,,,KEGG: mmu04060,Secreted Signaling
CCL8_ACKR4_2,ccl38.1 - ackr4a,CCL,ccl38.1,ackr4a,,,,,KEGG: mmu04060,Secreted Signaling
CCL8_ACKR4_3,ccl38.6 - ackr4b,CCL,ccl38.6,ackr4b,,,,,KEGG: mmu04060,Secreted Signaling
CCL8_ACKR4_4,ccl38.6 - ackr4a,CCL,ccl38.6,ackr4a,,,,,KEGG: mmu04060,Secreted Signaling
CCL8_ACKR4_5,ccl38a.5 - ackr4b,CCL,ccl38a.5,ackr4b,,,,,KEGG: mmu04060,Secreted Signaling
CCL8_ACKR4_6,ccl38a.5 - ackr4a,CCL,ccl38a.5,ackr4a,,,,,KEGG: mmu04060,Secreted Signaling
CCL8_ACKR4_7,ccl38a.4 - ackr4b,CCL,ccl38a.4,ackr4b,,,,,KEGG: mmu04060,Secreted Signaling
CCL8_ACKR4_8,ccl38a.4 - ackr4a,CCL,ccl38a.4,ackr4a,,,,,KEGG: mmu04060,Secreted Signaling
PPBP_CXCR2_1_1,cxcl18b - cxcr2,CXCL,cxcl18b,cxcr2,,,,,KEGG: mmu04060,Secreted Signaling
PPBP_CXCR2_2_2,cxcl20 - cxcr2,CXCL,cxcl20,cxcr2,,,,,KEGG: mmu04060,Secreted Signaling
CXCL9_CXCR3_1,cxcl11.8 - cxcr3.3,CXCL,cxcl11.8,cxcr3.3,,,,,KEGG: mmu04060,Secreted Signaling
CXCL9_CXCR3_2,cxcl11.8 - cxcr3.1,CXCL,cxcl11.8,cxcr3.1,,,,,KEGG: mmu04060,Secreted Signaling
CXCL9_CXCR3_3,cxcl11.6 - cxcr3.3,CXCL,cxcl11.6,cxcr3.3,,,,,KEGG: mmu04060,Secreted Signaling
CXCL9_CXCR3_4,cxcl11.6 - cxcr3.1,CXCL,cxcl11.6,cxcr3.1,,,,,KEGG: mmu04060,Secreted Signaling
CXCL9_CXCR3_5,cxcl11.7 - cxcr3.3,CXCL,cxcl11.7,cxcr3.3,,,,,KEGG: mmu04060,Secreted Signaling
CXCL9_CXCR3_6,cxcl11.7 - cxcr3.1,CXCL,cxcl11.7,cxcr3.1,,,,,KEGG: mmu04060,Secreted Signaling
CXCL9_CXCR3_7,cxcl11.5 - cxcr3.3,CXCL,cxcl11.5,cxcr3.3,,,,,KEGG: mmu04060,Secreted Signaling
CXCL9_CXCR3_8,cxcl11.5 - cxcr3.1,CXCL,cxcl11.5,cxcr3.1,,,,,KEGG: mmu04060,Secreted Signaling
CXCL12_CXCR4_1,cxcl12b - cxcr4a,CXCL,cxcl12b,cxcr4a,,,,,KEGG: mmu04060,Secreted Signaling
CXCL12_CXCR4_2,cxcl12b - cxcr4b,CXCL,cxcl12b,cxcr4b,,,,,KEGG: mmu04060,Secreted Signaling
CXCL12_CXCR4_3,cxcl12a - cxcr4a,CXCL,cxcl12a,cxcr4a,,,,,KEGG: mmu04060,Secreted Signaling
CXCL12_CXCR4_4,cxcl12a - cxcr4b,CXCL,cxcl12a,cxcr4b,,,,,KEGG: mmu04060,Secreted Signaling
CXCL12_ACKR3_1,cxcl12b - ackr3b,CXCL,cxcl12b,ackr3b,,,,,KEGG: mmu04060,Secreted Signaling
CXCL12_ACKR3_2,cxcl12b - ackr3a,CXCL,cxcl12b,ackr3a,,,,,KEGG: mmu04060,Secreted Signaling
CXCL12_ACKR3_3,cxcl12a - ackr3b,CXCL,cxcl12a,ackr3b,,,,,KEGG: mmu04060,Secreted Signaling
CXCL12_ACKR3_4,cxcl12a - ackr3a,CXCL,cxcl12a,ackr3a,,,,,KEGG: mmu04060,Secreted Signaling
MIF_ACKR3_1,mif - ackr3b,MIF,mif,ackr3b,,,,,PMID: 26175090,Secreted Signaling
MIF_ACKR3_2,mif - ackr3a,MIF,mif,ackr3a,,,,,PMID: 26175090,Secreted Signaling
CX3CL1_CX3CR1_1,ccl38.1 - ccr11.1,CX3C,ccl38.1,ccr11.1,,,,,KEGG: mmu04060,Secreted Signaling
CX3CL1_CX3CR1_2,ccl38.1 - ccr2,CX3C,ccl38.1,ccr2,,,,,KEGG: mmu04060,Secreted Signaling
CX3CL1_CX3CR1_3,ccl38.6 - ccr11.1,CX3C,ccl38.6,ccr11.1,,,,,KEGG: mmu04060,Secreted Signaling
CX3CL1_CX3CR1_4,ccl38.6 - ccr2,CX3C,ccl38.6,ccr2,,,,,KEGG: mmu04060,Secreted Signaling
CX3CL1_CX3CR1_5,ccl38a.5 - ccr11.1,CX3C,ccl38a.5,ccr11.1,,,,,KEGG: mmu04060,Secreted Signaling
CX3CL1_CX3CR1_6,ccl38a.5 - ccr2,CX3C,ccl38a.5,ccr2,,,,,KEGG: mmu04060,Secreted Signaling
CX3CL1_CX3CR1_7,ccl38a.4 - ccr11.1,CX3C,ccl38a.4,ccr11.1,,,,,KEGG: mmu04060,Secreted Signaling
CX3CL1_CX3CR1_8,ccl38a.4 - ccr2,CX3C,ccl38a.4,ccr2,,,,,KEGG: mmu04060,Secreted Signaling
CSF1_CSF1R_1,csf1b - si:zfos-1069f5.1,CSF,csf1b,si:zfos-1069f5.1,,,,,KEGG: mmu04060,Secreted Signaling
CSF1_CSF1R_2,csf1b - csf1ra,CSF,csf1b,csf1ra,,,,,KEGG: mmu04060,Secreted Signaling
CSF1_CSF1R_3,csf1b - csf1rb,CSF,csf1b,csf1rb,,,,,KEGG: mmu04060,Secreted Signaling
CSF1_CSF1R_4,csf1a - si:zfos-1069f5.1,CSF,csf1a,si:zfos-1069f5.1,,,,,KEGG: mmu04060,Secreted Signaling
CSF1_CSF1R_5,csf1a - csf1ra,CSF,csf1a,csf1ra,,,,,KEGG: mmu04060,Secreted Signaling
CSF1_CSF1R_6,csf1a - csf1rb,CSF,csf1a,csf1rb,,,,,KEGG: mmu04060,Secreted Signaling
IL16_CD4_1,il16 - cd4-1,IL16,il16,cd4-1,,,,,KEGG: mmu04060,Secreted Signaling
IL16_CD4_2,il16 - dicp3.3,IL16,il16,dicp3.3,,,,,KEGG: mmu04060,Secreted Signaling
IL16_CD4_3,il16 - dicp2.1,IL16,il16,dicp2.1,,,,,KEGG: mmu04060,Secreted Signaling
IL16_CD4_4,il16 - dicp2.2,IL16,il16,dicp2.2,,,,,KEGG: mmu04060,Secreted Signaling
IL16_CD4_5,il16 - si:ch73-322b17.4,IL16,il16,si:ch73-322b17.4,,,,,KEGG: mmu04060,Secreted Signaling
IL16_CD4_6,il16 - si:ch73-34h11.1,IL16,il16,si:ch73-34h11.1,,,,,KEGG: mmu04060,Secreted Signaling
IL16_CD4_7,il16 - dicp3.1,IL16,il16,dicp3.1,,,,,KEGG: mmu04060,Secreted Signaling
IL16_CD4_8,il16 - zmp:0000000608,IL16,il16,zmp:0000000608,,,,,KEGG: mmu04060,Secreted Signaling
IL16_CD4_9,il16 - dicp1.3-4,IL16,il16,dicp1.3-4,,,,,KEGG: mmu04060,Secreted Signaling
IL16_CD4_10,il16 - dicp1.16,IL16,il16,dicp1.16,,,,,KEGG: mmu04060,Secreted Signaling
EPO_EPOR_1,epoa - il4r.1,EPO,epoa,il4r.1,,,,,KEGG: mmu04060,Secreted Signaling
EPO_EPOR_2,epoa - epor,EPO,epoa,epor,,,,,KEGG: mmu04060,Secreted Signaling
EPO_EPOR_3,epoa - il4r.2,EPO,epoa,il4r.2,,,,,KEGG: mmu04060,Secreted Signaling
EPO_EPOR_4,epob - il4r.1,EPO,epob,il4r.1,,,,,KEGG: mmu04060,Secreted Signaling
EPO_EPOR_5,epob - epor,EPO,epob,epor,,,,,KEGG: mmu04060,Secreted Signaling
EPO_EPOR_6,epob - il4r.2,EPO,epob,il4r.2,,,,,KEGG: mmu04060,Secreted Signaling
GH1_GHR_1,gh1 - ghrb,GH,gh1,ghrb,,,,,KEGG: mmu04060,Secreted Signaling
GH1_GHR_2,gh1 - ghra,GH,gh1,ghra,,,,,KEGG: mmu04060,Secreted Signaling
GH1_GHR_3,gh1 - il11ra,GH,gh1,il11ra,,,,,KEGG: mmu04060,Secreted Signaling
GH1_GHR_4,gh1 - il6r,GH,gh1,il6r,,,,,KEGG: mmu04060,Secreted Signaling
PRL_PRLR_1,prl - prlra,PRL,prl,prlra,,,,,KEGG: mmu04060; PMID: 23192981,Secreted Signaling
PRL_PRLR_2,prl - prlrb,PRL,prl,prlrb,,,,,KEGG: mmu04060; PMID: 23192981,Secreted Signaling
THPO_MPL,thpo - mpl,THPO,thpo,mpl,,,,,KEGG: mmu04060,Secreted Signaling
CSF3_CSF3R_1,csf3b - csf3r,CSF3,csf3b,csf3r,,,,,KEGG: mmu04060,Secreted Signaling
CSF3_CSF3R_2,csf3a - csf3r,CSF3,csf3a,csf3r,,,,,KEGG: mmu04060,Secreted Signaling
TNF_TNFRSF1A_1,tnfb - si:ch211-112c15.8,TNF,tnfb,si:ch211-112c15.8,,,,,KEGG: mmu04060,Secreted Signaling
TNF_TNFRSF1A_2,tnfa - si:ch211-112c15.8,TNF,tnfa,si:ch211-112c15.8,,,,,KEGG: mmu04060,Secreted Signaling
TNF_TNFRSF1B_1,tnfb - cd40,TNF,tnfb,cd40,,,,,KEGG: mmu04060,Secreted Signaling
TNF_TNFRSF1B_2,tnfb - tnfrsf11a,TNF,tnfb,tnfrsf11a,,,,,KEGG: mmu04060,Secreted Signaling
TNF_TNFRSF1B_3,tnfb - tnfrsf1b,TNF,tnfb,tnfrsf1b,,,,,KEGG: mmu04060,Secreted Signaling
TNF_TNFRSF1B_4,tnfa - cd40,TNF,tnfa,cd40,,,,,KEGG: mmu04060,Secreted Signaling
TNF_TNFRSF1B_5,tnfa - tnfrsf11a,TNF,tnfa,tnfrsf11a,,,,,KEGG: mmu04060,Secreted Signaling
TNF_TNFRSF1B_6,tnfa - tnfrsf1b,TNF,tnfa,tnfrsf1b,,,,,KEGG: mmu04060,Secreted Signaling
LTA_TNFRSF1A_1,tnfb - si:ch211-112c15.8,LT,tnfb,si:ch211-112c15.8,,,,,KEGG: mmu04060,Secreted Signaling
LTA_TNFRSF1A_2,tnfa - si:ch211-112c15.8,LT,tnfa,si:ch211-112c15.8,,,,,KEGG: mmu04060,Secreted Signaling
LTA_TNFRSF1B_1,tnfb - cd40,LT,tnfb,cd40,,,,,KEGG: mmu04060,Secreted Signaling
LTA_TNFRSF1B_2,tnfb - tnfrsf11a,LT,tnfb,tnfrsf11a,,,,,KEGG: mmu04060,Secreted Signaling
LTA_TNFRSF1B_3,tnfb - tnfrsf1b,LT,tnfb,tnfrsf1b,,,,,KEGG: mmu04060,Secreted Signaling
LTA_TNFRSF1B_4,tnfa - cd40,LT,tnfa,cd40,,,,,KEGG: mmu04060,Secreted Signaling
LTA_TNFRSF1B_5,tnfa - tnfrsf11a,LT,tnfa,tnfrsf11a,,,,,KEGG: mmu04060,Secreted Signaling
LTA_TNFRSF1B_6,tnfa - tnfrsf1b,LT,tnfa,tnfrsf1b,,,,,KEGG: mmu04060,Secreted Signaling
LTA_TNFRSF14_1,tnfb - cd40,LT,tnfb,cd40,,,,,KEGG: mmu04060,Secreted Signaling
LTA_TNFRSF14_2,tnfb - tnfrsfa,LT,tnfb,tnfrsfa,,,,,KEGG: mmu04060,Secreted Signaling
LTA_TNFRSF14_3,tnfb - nradd,LT,tnfb,nradd,,,,,KEGG: mmu04060,Secreted Signaling
LTA_TNFRSF14_4,tnfb - tnfrsf11a,LT,tnfb,tnfrsf11a,,,,,KEGG: mmu04060,Secreted Signaling
LTA_TNFRSF14_5,tnfb - hdr,LT,tnfb,hdr,,,,,KEGG: mmu04060,Secreted Signaling
LTA_TNFRSF14_6,tnfb - tnfrsf1b,LT,tnfb,tnfrsf1b,,,,,KEGG: mmu04060,Secreted Signaling
LTA_TNFRSF14_7,tnfa - cd40,LT,tnfa,cd40,,,,,KEGG: mmu04060,Secreted Signaling
LTA_TNFRSF14_8,tnfa - tnfrsfa,LT,tnfa,tnfrsfa,,,,,KEGG: mmu04060,Secreted Signaling
LTA_TNFRSF14_9,tnfa - nradd,LT,tnfa,nradd,,,,,KEGG: mmu04060,Secreted Signaling
LTA_TNFRSF14_10,tnfa - tnfrsf11a,LT,tnfa,tnfrsf11a,,,,,KEGG: mmu04060,Secreted Signaling
LTA_TNFRSF14_11,tnfa - hdr,LT,tnfa,hdr,,,,,KEGG: mmu04060,Secreted Signaling
LTA_TNFRSF14_12,tnfa - tnfrsf1b,LT,tnfa,tnfrsf1b,,,,,KEGG: mmu04060,Secreted Signaling
TNFSF14_LTBR_1,tnfsf14 - cd40,LIGHT,tnfsf14,cd40,,,,,KEGG: mmu04060,Secreted Signaling
TNFSF14_LTBR_2,tnfsf14 - tnfrsfa,LIGHT,tnfsf14,tnfrsfa,,,,,KEGG: mmu04060,Secreted Signaling
TNFSF14_LTBR_3,tnfsf14 - nradd,LIGHT,tnfsf14,nradd,,,,,KEGG: mmu04060,Secreted Signaling
TNFSF14_LTBR_4,tnfsf14 - tnfrsf11a,LIGHT,tnfsf14,tnfrsf11a,,,,,KEGG: mmu04060,Secreted Signaling
TNFSF14_LTBR_5,tnfsf14 - hdr,LIGHT,tnfsf14,hdr,,,,,KEGG: mmu04060,Secreted Signaling
TNFSF14_LTBR_6,tnfsf14 - tnfrsf1b,LIGHT,tnfsf14,tnfrsf1b,,,,,KEGG: mmu04060,Secreted Signaling
TNFSF14_TNFRSF14_1,tnfsf14 - cd40,LIGHT,tnfsf14,cd40,,,,,KEGG: mmu04060,Secreted Signaling
TNFSF14_TNFRSF14_2,tnfsf14 - tnfrsfa,LIGHT,tnfsf14,tnfrsfa,,,,,KEGG: mmu04060,Secreted Signaling
TNFSF14_TNFRSF14_3,tnfsf14 - nradd,LIGHT,tnfsf14,nradd,,,,,KEGG: mmu04060,Secreted Signaling
TNFSF14_TNFRSF14_4,tnfsf14 - tnfrsf11a,LIGHT,tnfsf14,tnfrsf11a,,,,,KEGG: mmu04060,Secreted Signaling
TNFSF14_TNFRSF14_5,tnfsf14 - hdr,LIGHT,tnfsf14,hdr,,,,,KEGG: mmu04060,Secreted Signaling
TNFSF14_TNFRSF14_6,tnfsf14 - tnfrsf1b,LIGHT,tnfsf14,tnfrsf1b,,,,,KEGG: mmu04060,Secreted Signaling
TNFSF10_TNFRSF10B_1,tnfsf10 - cd40,TRAIL,tnfsf10,cd40,,,,,KEGG: mmu04060,Secreted Signaling
TNFSF10_TNFRSF10B_2,tnfsf10 - tnfrsfa,TRAIL,tnfsf10,tnfrsfa,,,,,KEGG: mmu04060,Secreted Signaling
TNFSF10_TNFRSF10B_3,tnfsf10 - nradd,TRAIL,tnfsf10,nradd,,,,,KEGG: mmu04060,Secreted Signaling
TNFSF10_TNFRSF10B_4,tnfsf10 - tnfrsf11a,TRAIL,tnfsf10,tnfrsf11a,,,,,KEGG: mmu04060,Secreted Signaling
TNFSF10_TNFRSF10B_5,tnfsf10 - hdr,TRAIL,tnfsf10,hdr,,,,,KEGG: mmu04060,Secreted Signaling
TNFSF10_TNFRSF10B_6,tnfsf10 - tnfrsf1b,TRAIL,tnfsf10,tnfrsf1b,,,,,KEGG: mmu04060,Secreted Signaling
EDA_EDAR,eda - edar,EDA,eda,edar,,,,,KEGG: mmu04060,Secreted Signaling
NGF_NGFR_1,ngfa - ngfrb,NGF,ngfa,ngfrb,,,,,KEGG: mmu04060,Secreted Signaling
NGF_NGFR_2,ngfa - ngfra,NGF,ngfa,ngfra,,,,,KEGG: mmu04060,Secreted Signaling
NGF_NGFR_3,ngfb - ngfrb,NGF,ngfb,ngfrb,,,,,KEGG: mmu04060,Secreted Signaling
NGF_NGFR_4,ngfb - ngfra,NGF,ngfb,ngfra,,,,,KEGG: mmu04060,Secreted Signaling
TNFSF11_TNFRSF11A_1,tnfsf11 - cd40,RANKL,tnfsf11,cd40,,,,,KEGG: mmu04060,Secreted Signaling
TNFSF11_TNFRSF11A_2,tnfsf11 - tnfrsfa,RANKL,tnfsf11,tnfrsfa,,,,,KEGG: mmu04060,Secreted Signaling
TNFSF11_TNFRSF11A_3,tnfsf11 - tnfrsf11a,RANKL,tnfsf11,tnfrsf11a,,,,,KEGG: mmu04060,Secreted Signaling
TNFSF11_TNFRSF11A_4,tnfsf11 - hdr,RANKL,tnfsf11,hdr,,,,,KEGG: mmu04060,Secreted Signaling
TNFSF11_TNFRSF11A_5,tnfsf11 - tnfrsf1b,RANKL,tnfsf11,tnfrsf1b,,,,,KEGG: mmu04060,Secreted Signaling
ADIPOQ_ADIPOR1_1,adipoqb - adipor1a,ADIPONECTIN,adipoqb,adipor1a,,,,,PMID: 21284979,Secreted Signaling
ADIPOQ_ADIPOR1_2,adipoqb - adipor1b,ADIPONECTIN,adipoqb,adipor1b,,,,,PMID: 21284979,Secreted Signaling
ADIPOQ_ADIPOR1_3,adipoqa - adipor1a,ADIPONECTIN,adipoqa,adipor1a,,,,,PMID: 21284979,Secreted Signaling
ADIPOQ_ADIPOR1_4,adipoqa - adipor1b,ADIPONECTIN,adipoqa,adipor1b,,,,,PMID: 21284979,Secreted Signaling
ADIPOQ_ADIPOR2_1,adipoqb - adipor2,ADIPONECTIN,adipoqb,adipor2,,,,,PMID: 21284979,Secreted Signaling
ADIPOQ_ADIPOR2_2,adipoqa - adipor2,ADIPONECTIN,adipoqa,adipor2,,,,,PMID: 21284979,Secreted Signaling
NAMPT_INSR_1,nampta - insrb,VISFATIN,nampta,insrb,,,,,PMID: 28490838,Secreted Signaling
NAMPT_INSR_2,nampta - insra,VISFATIN,nampta,insra,,,,,PMID: 28490838,Secreted Signaling
NAMPT_INSR_3,si:dkey-145c18.3 - insrb,VISFATIN,si:dkey-145c18.3,insrb,,,,,PMID: 28490838,Secreted Signaling
NAMPT_INSR_4,si:dkey-145c18.3 - insra,VISFATIN,si:dkey-145c18.3,insra,,,,,PMID: 28490838,Secreted Signaling
NAMPT_INSR_5,si:dkey-145c18.2 - insrb,VISFATIN,si:dkey-145c18.2,insrb,,,,,PMID: 28490838,Secreted Signaling
NAMPT_INSR_6,si:dkey-145c18.2 - insra,VISFATIN,si:dkey-145c18.2,insra,,,,,PMID: 28490838,Secreted Signaling
ANGPTL4_CDH11,angptl4 - cdh11,ANGPTL,angptl4,cdh11,,,,,PMID: 30049845,Secreted Signaling
ANGPTL4_SDC2,angptl4 - sdc2,ANGPTL,angptl4,sdc2,,,,,PMID: 29017031,Secreted Signaling
ANGPTL4_SDC4,angptl4 - sdc4,ANGPTL,angptl4,sdc4,,,,,PMID: 29017031,Secreted Signaling
ANGPT1_TEK,angpt1 - tek,ANGPT,angpt1,tek,,,,ANGPT inhibition receptor 1,PMID: 20651738,Secreted Signaling
ANGPT2_TEK,angpt2a - tek,ANGPT,angpt2a,tek,,,,ANGPT inhibition receptor 1,PMID: 20651738,Secreted Signaling
MDK_SDC2_1,mdkb - sdc2,MK,mdkb,sdc2,,,,,PMID: 28356350,Secreted Signaling
MDK_SDC2_2,mdka - sdc2,MK,mdka,sdc2,,,,,PMID: 28356350,Secreted Signaling
MDK_SDC4_1,mdkb - sdc4,MK,mdkb,sdc4,,,,,PMID: 28356350,Secreted Signaling
MDK_SDC4_2,mdka - sdc4,MK,mdka,sdc4,,,,,PMID: 28356350,Secreted Signaling
MDK_PTPRZ1_1,mdkb - ptprz1a,MK,mdkb,ptprz1a,,,,,PMID: 28356350,Secreted Signaling
MDK_PTPRZ1_2,mdka - ptprz1a,MK,mdka,ptprz1a,,,,,PMID: 28356350,Secreted Signaling
MDK_LRP1_1,mdkb - lrp1ab,MK,mdkb,lrp1ab,,,,,PMID: 28356350,Secreted Signaling
MDK_LRP1_2,mdkb - lrp1aa,MK,mdkb,lrp1aa,,,,,PMID: 28356350,Secreted Signaling
MDK_LRP1_3,mdka - lrp1ab,MK,mdka,lrp1ab,,,,,PMID: 28356350,Secreted Signaling
MDK_LRP1_4,mdka - lrp1aa,MK,mdka,lrp1aa,,,,,PMID: 28356350,Secreted Signaling
MDK_ALK_1,mdkb - alk,MK,mdkb,alk,,,,,PMID: 19459784,Secreted Signaling
MDK_ALK_2,mdka - alk,MK,mdka,alk,,,,,PMID: 19459784,Secreted Signaling
PTN_PTPRZ1,ptn - ptprz1a,PTN,ptn,ptprz1a,,,,,PMID: 28356350; PMID: 25620911,Secreted Signaling
PTN_SDC2,ptn - sdc2,PTN,ptn,sdc2,,,,,PMID: 28356350; PMID: 25620911,Secreted Signaling
PTN_SDC4,ptn - sdc4,PTN,ptn,sdc4,,,,,PMID: 28356350; PMID: 25620911,Secreted Signaling
PTN_ALK,ptn - alk,PTN,ptn,alk,,,,,PMID: 28356350; PMID: 25620911,Secreted Signaling
AGT_AGTR1A_1,agt - agtr1b,AGT,agt,agtr1b,,,,,KEGG: mmu04080,Secreted Signaling
AGT_AGTR1A_2,agt - agtr1a,AGT,agt,agtr1a,,,,,KEGG: mmu04080,Secreted Signaling
AGT_AGTR1B_1,agt - agtr1b,AGT,agt,agtr1b,,,,,KEGG: mmu04080,Secreted Signaling
AGT_AGTR1B_2,agt - agtr1a,AGT,agt,agtr1a,,,,,KEGG: mmu04080,Secreted Signaling
NMB_NMBR_1,nmbb - nmbr,GPR,nmbb,nmbr,,,,,KEGG: mmu04080,Secreted Signaling
NMB_NMBR_2,nmba - nmbr,GPR,nmba,nmbr,,,,,KEGG: mmu04080,Secreted Signaling
C3_CR2_1,c3a.5 - csmd2,COMPLEMENT,c3a.5,csmd2,,,,,PMID: 16234578,Secreted Signaling
C3_CR2_2,c3b.2 - csmd2,COMPLEMENT,c3b.2,csmd2,,,,,PMID: 16234578,Secreted Signaling
C3_CR2_3,c3a.1 - csmd2,COMPLEMENT,c3a.1,csmd2,,,,,PMID: 16234578,Secreted Signaling
C3_CR2_4,c3b.1 - csmd2,COMPLEMENT,c3b.1,csmd2,,,,,PMID: 16234578,Secreted Signaling
C3_CR2_5,c3a.2 - csmd2,COMPLEMENT,c3a.2,csmd2,,,,,PMID: 16234578,Secreted Signaling
C3_CR2_6,c3a.3 - csmd2,COMPLEMENT,c3a.3,csmd2,,,,,PMID: 16234578,Secreted Signaling
C3_CR2_7,c3a.4 - csmd2,COMPLEMENT,c3a.4,csmd2,,,,,PMID: 16234578,Secreted Signaling
C3_CR2_8,c3a.6 - csmd2,COMPLEMENT,c3a.6,csmd2,,,,,PMID: 16234578,Secreted Signaling
C4B_CR2,c4b - csmd2,COMPLEMENT,c4b,csmd2,,,,,PMID: 16234578,Secreted Signaling
CCK_CCKBR_1,ccka - si:dkey-1h24.2,CCK,ccka,si:dkey-1h24.2,,,,,KEGG: mmu04080,Secreted Signaling
CCK_CCKBR_2,cckb - si:dkey-1h24.2,CCK,cckb,si:dkey-1h24.2,,,,,KEGG: mmu04080,Secreted Signaling
EDN2_EDNRA_1,edn2 - ednrab,EDN,edn2,ednrab,,,,,KEGG: mmu04080,Secreted Signaling
EDN2_EDNRA_2,edn2 - ednraa,EDN,edn2,ednraa,,,,,KEGG: mmu04080,Secreted Signaling
EDN3_EDNRA_3,edn3b - ednrab,EDN,edn3b,ednrab,,,,,KEGG: mmu04080,Secreted Signaling
EDN3_EDNRA_4,edn3b - ednraa,EDN,edn3b,ednraa,,,,,KEGG: mmu04080,Secreted Signaling
EDN2_EDNRB,edn2 - ednrba,EDN,edn2,ednrba,,,,,KEGG: mmu04080,Secreted Signaling
EDN3_EDNRB,edn3b - ednrba,EDN,edn3b,ednrba,,,,,KEGG: mmu04080,Secreted Signaling
GAL_GALR1,galn - galr1a,GALANIN,galn,galr1a,,,,,KEGG: mmu04080,Secreted Signaling
GAL_GALR2,galn - galr2a,GALANIN,galn,galr2a,,,,,KEGG: mmu04080,Secreted Signaling
GAL_GALR3,galn - galr2b,GALANIN,galn,galr2b,,,,,KEGG: mmu04080,Secreted Signaling
KISS1_KISS1R,kiss1 - kiss1rb,KISS1,kiss1,kiss1rb,,,,,KEGG: mmu04080,Secreted Signaling
POMC_MC1R_1,pomca - mc1r,MELANOCORTIN,pomca,mc1r,,,,,KEGG: mmu04080,Secreted Signaling
POMC_MC1R_2,pomcb - mc1r,MELANOCORTIN,pomcb,mc1r,,,,,KEGG: mmu04080,Secreted Signaling
POMC_MC2R_1,pomca - mc2r,MELANOCORTIN,pomca,mc2r,,,,,KEGG: mmu04080,Secreted Signaling
POMC_MC2R_2,pomcb - mc2r,MELANOCORTIN,pomcb,mc2r,,,,,KEGG: mmu04080,Secreted Signaling
POMC_MC3R_1,pomca - mc3r,MELANOCORTIN,pomca,mc3r,,POMC antagonist,,,KEGG: mmu04080; PMID: 11024027,Secreted Signaling
POMC_MC3R_2,pomcb - mc3r,MELANOCORTIN,pomcb,mc3r,,POMC antagonist,,,KEGG: mmu04080; PMID: 11024027,Secreted Signaling
POMC_MC4R_1,pomca - mc4r,MELANOCORTIN,pomca,mc4r,,POMC antagonist,,,KEGG: mmu04080; PMID: 11024027,Secreted Signaling
POMC_MC4R_2,pomcb - mc4r,MELANOCORTIN,pomcb,mc4r,,POMC antagonist,,,KEGG: mmu04080; PMID: 11024027,Secreted Signaling
POMC_MC5R_1,pomca - mc5rb,MELANOCORTIN,pomca,mc5rb,,,,,KEGG: mmu04080,Secreted Signaling
POMC_MC5R_2,pomca - mc5ra,MELANOCORTIN,pomca,mc5ra,,,,,KEGG: mmu04080,Secreted Signaling
POMC_MC5R_3,pomcb - mc5rb,MELANOCORTIN,pomcb,mc5rb,,,,,KEGG: mmu04080,Secreted Signaling
POMC_MC5R_4,pomcb - mc5ra,MELANOCORTIN,pomcb,mc5ra,,,,,KEGG: mmu04080,Secreted Signaling
NMU_NMUR1_1,nmu - nmur1a,NMU,nmu,nmur1a,,,,,KEGG: mmu04080,Secreted Signaling
NMU_NMUR1_2,nmu - nmur1b,NMU,nmu,nmur1b,,,,,KEGG: mmu04080,Secreted Signaling
NPFF_NPFFR1,npffl - npffr1,NPFF,npffl,npffr1,,,,,KEGG: mmu04080,Secreted Signaling
NPFF_NPFFR2,npffl - npffr2b,NPFF,npffl,npffr2b,,,,,KEGG: mmu04080,Secreted Signaling
NPY_NPY2R_1,npy - npy2rl,NPY,npy,npy2rl,,,,,KEGG: mmu04080,Secreted Signaling
NPY_NPY2R_2,npy - npy2r,NPY,npy,npy2r,,,,,KEGG: mmu04080,Secreted Signaling
