,interaction_name,pathway_name,ligand,receptor,agonist,antagonist,co_A_receptor,co_I_receptor,evidence,annotation
INHBB_ACVR1C_ACVR2B,Inhbb  - (Acvr1c+Acvr2b),ACTIVIN,Inhbb,ACVR1C_ACVR2B,,ACTIVIN antagonist,,ACTIVIN inhibition receptor,KEGG: mmu04350,Secreted Signaling
INHBC_ACVR1B_ACVR2A,Inhbc  - (Acvr1b+Acvr2a),ACTIVIN,Inhbc,ACVR1B_ACVR2A,,ACTIVIN antagonist,,ACTIVIN inhibition receptor,KEGG: mmu04350,Secreted Signaling
INHBC_ACVR1B_ACVR2B,Inhbc  - (Acvr1b+Acvr2b),ACTIVIN,Inhbc,ACVR1B_ACVR2B,,ACTIVIN antagonist,,ACTIVIN inhibition receptor,KEGG: mmu04350,Secreted Signaling
INHBC_ACVR1C_ACVR2A,Inhbc  - (Acvr1c+Acvr2a),ACTIVIN,Inhbc,ACVR1C_ACVR2A,,ACTIVIN antagonist,,ACTIVIN inhibition receptor,KEGG: mmu04350,Secreted Signaling
INHBC_ACVR1C_ACVR2B,Inhbc  - (Acvr1c+Acvr2b),ACTIVIN,Inhbc,ACVR1C_ACVR2B,,ACTIVIN antagonist,,ACTIVIN inhibition receptor,KEGG: mmu04350,Secreted Signaling
INHBE_ACVR1B_ACVR2A,Inhbe  - (Acvr1b+Acvr2a),ACTIVIN,Inhbe,ACVR1B_ACVR2A,,ACTIVIN antagonist,,ACTIVIN inhibition receptor,KEGG: mmu04350,Secreted Signaling
INHBE_ACVR1B_ACVR2B,Inhbe  - (Acvr1b+Acvr2b),ACTIVIN,Inhbe,ACVR1B_ACVR2B,,ACTIVIN antagonist,,ACTIVIN inhibition receptor,KEGG: mmu04350,Secreted Signaling
INHBE_ACVR1C_ACVR2A,Inhbe  - (Acvr1c+Acvr2a),ACTIVIN,Inhbe,ACVR1C_ACVR2A,,ACTIVIN antagonist,,ACTIVIN inhibition receptor,KEGG: mmu04350,Secreted Signaling
INHBE_ACVR1C_ACVR2B,Inhbe  - (Acvr1c+Acvr2b),ACTIVIN,Inhbe,ACVR1C_ACVR2B,,ACTIVIN antagonist,,ACTIVIN inhibition receptor,KEGG: mmu04350,Secreted Signaling
INHBABB_ACVR1B_ACVR2A,Inhbabb  - (Acvr1b+Acvr2a),ACTIVIN,Activin AB,ACVR1B_ACVR2A,,ACTIVIN antagonist,,ACTIVIN inhibition receptor,PMID: 2457849; PMID: 22991378,Secreted Signaling
INHBABB_ACVR1B_ACVR2B,Inhbabb  - (Acvr1b+Acvr2b),ACTIVIN,Activin AB,ACVR1B_ACVR2B,,ACTIVIN antagonist,,ACTIVIN inhibition receptor,PMID: 2457849; PMID: 22991378,Secreted Signaling
INHBABB_ACVR1C_ACVR2A,Inhbabb  - (Acvr1c+Acvr2a),ACTIVIN,Activin AB,ACVR1C_ACVR2A,,ACTIVIN antagonist,,ACTIVIN inhibition receptor,PMID: 2457849; PMID: 22991378,Secreted Signaling
INHB_ACVR1C_ACVR2B,Inhb  - (Acvr1c+Acvr2b),ACTIVIN,Activin AB,ACVR1C_ACVR2B,,ACTIVIN antagonist,,ACTIVIN inhibition receptor,PMID: 2457849; PMID: 22991378,Secreted Signaling
INHABA_ACVR2A,Inhaba  - Acvr2a,ACTIVIN,Inhibin A,Acvr2a,,ACTIVIN antagonist,,ACTIVIN inhibition receptor,PMID: 15027884,Secreted Signaling
INHABB_ACVR2B,Inhabb  - Acvr2b,ACTIVIN,Inhibin B,Acvr2b,,ACTIVIN antagonist,,ACTIVIN inhibition receptor,PMID: 15027884,Secreted Signaling
WNT1_FZD1_LRP5,Wnt1  - (Fzd1+Lrp5),WNT,Wnt1,FZD1_LRP5,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling
WNT1_FZD10_LRP5,Wnt1  - (Fzd10+Lrp5),WNT,Wnt1,FZD10_LRP5,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling
WNT1_FZD2_LRP5,Wnt1  - (Fzd2+Lrp5),WNT,Wnt1,FZD2_LRP5,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling
WNT1_FZD3_LRP5,Wnt1  - (Fzd3+Lrp5),WNT,Wnt1,FZD3_LRP5,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling
WNT1_FZD4_LRP5,Wnt1  - (Fzd4+Lrp5),WNT,Wnt1,FZD4_LRP5,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling
WNT1_FZD5_LRP5,Wnt1  - (Fzd5+Lrp5),WNT,Wnt1,FZD5_LRP5,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling
WNT1_FZD6_LRP5,Wnt1  - (Fzd6+Lrp5),WNT,Wnt1,FZD6_LRP5,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling
WNT1_FZD7_LRP5,Wnt1  - (Fzd7+Lrp5),WNT,Wnt1,FZD7_LRP5,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling
WNT1_FZD8_LRP5,Wnt1  - (Fzd8+Lrp5),WNT,Wnt1,FZD8_LRP5,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling
WNT1_FZD9_LRP5,Wnt1  - (Fzd9+Lrp5),WNT,Wnt1,FZD9_LRP5,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling
WNT10A_FZD1_LRP5,Wnt10a  - (Fzd1+Lrp5),WNT,Wnt10a,FZD1_LRP5,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling
WNT10A_FZD10_LRP5,Wnt10a  - (Fzd10+Lrp5),WNT,Wnt10a,FZD10_LRP5,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling
WNT10A_FZD2_LRP5,Wnt10a  - (Fzd2+Lrp5),WNT,Wnt10a,FZD2_LRP5,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling
WNT10A_FZD3_LRP5,Wnt10a  - (Fzd3+Lrp5),WNT,Wnt10a,FZD3_LRP5,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling
WNT10A_FZD4_LRP5,Wnt10a  - (Fzd4+Lrp5),WNT,Wnt10a,FZD4_LRP5,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling
WNT10A_FZD5_LRP5,Wnt10a  - (Fzd5+Lrp5),WNT,Wnt10a,FZD5_LRP5,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling
WNT10A_FZD6_LRP5,Wnt10a  - (Fzd6+Lrp5),WNT,Wnt10a,FZD6_LRP5,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling
WNT10A_FZD7_LRP5,Wnt10a  - (Fzd7+Lrp5),WNT,Wnt10a,FZD7_LRP5,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling
WNT10A_FZD8_LRP5,Wnt10a  - (Fzd8+Lrp5),WNT,Wnt10a,FZD8_LRP5,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling
WNT10A_FZD9_LRP5,Wnt10a  - (Fzd9+Lrp5),WNT,Wnt10a,FZD9_LRP5,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling
WNT10B_FZD1_LRP5,Wnt10b  - (Fzd1+Lrp5),WNT,Wnt10b,FZD1_LRP5,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling
WNT10B_FZD10_LRP5,Wnt10b  - (Fzd10+Lrp5),WNT,Wnt10b,FZD10_LRP5,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling
WNT10B_FZD2_LRP5,Wnt10b  - (Fzd2+Lrp5),WNT,Wnt10b,FZD2_LRP5,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling
WNT10B_FZD3_LRP5,Wnt10b  - (Fzd3+Lrp5),WNT,Wnt10b,FZD3_LRP5,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling
WNT10B_FZD4_LRP5,Wnt10b  - (Fzd4+Lrp5),WNT,Wnt10b,FZD4_LRP5,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling
WNT10B_FZD5_LRP5,Wnt10b  - (Fzd5+Lrp5),WNT,Wnt10b,FZD5_LRP5,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling
WNT10B_FZD6_LRP5,Wnt10b  - (Fzd6+Lrp5),WNT,Wnt10b,FZD6_LRP5,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling
WNT10B_FZD7_LRP5,Wnt10b  - (Fzd7+Lrp5),WNT,Wnt10b,FZD7_LRP5,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling
WNT10B_FZD8_LRP5,Wnt10b  - (Fzd8+Lrp5),WNT,Wnt10b,FZD8_LRP5,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling
WNT10B_FZD9_LRP5,Wnt10b  - (Fzd9+Lrp5),WNT,Wnt10b,FZD9_LRP5,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling
WNT16_FZD1_LRP5,Wnt16  - (Fzd1+Lrp5),WNT,Wnt16,FZD1_LRP5,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling
WNT16_FZD10_LRP5,Wnt16  - (Fzd10+Lrp5),WNT,Wnt16,FZD10_LRP5,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling
WNT16_FZD2_LRP5,Wnt16  - (Fzd2+Lrp5),WNT,Wnt16,FZD2_LRP5,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling
WNT16_FZD3_LRP5,Wnt16  - (Fzd3+Lrp5),WNT,Wnt16,FZD3_LRP5,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling
WNT16_FZD4_LRP5,Wnt16  - (Fzd4+Lrp5),WNT,Wnt16,FZD4_LRP5,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling
WNT16_FZD5_LRP5,Wnt16  - (Fzd5+Lrp5),WNT,Wnt16,FZD5_LRP5,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling
WNT16_FZD6_LRP5,Wnt16  - (Fzd6+Lrp5),WNT,Wnt16,FZD6_LRP5,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling
WNT16_FZD7_LRP5,Wnt16  - (Fzd7+Lrp5),WNT,Wnt16,FZD7_LRP5,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling
WNT16_FZD8_LRP5,Wnt16  - (Fzd8+Lrp5),WNT,Wnt16,FZD8_LRP5,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling
WNT16_FZD9_LRP5,Wnt16  - (Fzd9+Lrp5),WNT,Wnt16,FZD9_LRP5,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling
WNT2_FZD1_LRP5,Wnt2  - (Fzd1+Lrp5),WNT,Wnt2,FZD1_LRP5,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling
WNT2_FZD10_LRP5,Wnt2  - (Fzd10+Lrp5),WNT,Wnt2,FZD10_LRP5,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling
WNT2_FZD2_LRP5,Wnt2  - (Fzd2+Lrp5),WNT,Wnt2,FZD2_LRP5,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling
WNT2_FZD3_LRP5,Wnt2  - (Fzd3+Lrp5),WNT,Wnt2,FZD3_LRP5,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling
WNT2_FZD4_LRP5,Wnt2  - (Fzd4+Lrp5),WNT,Wnt2,FZD4_LRP5,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling
WNT2_FZD5_LRP5,Wnt2  - (Fzd5+Lrp5),WNT,Wnt2,FZD5_LRP5,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling
WNT2_FZD6_LRP5,Wnt2  - (Fzd6+Lrp5),WNT,Wnt2,FZD6_LRP5,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling
WNT2_FZD7_LRP5,Wnt2  - (Fzd7+Lrp5),WNT,Wnt2,FZD7_LRP5,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling
WNT2_FZD8_LRP5,Wnt2  - (Fzd8+Lrp5),WNT,Wnt2,FZD8_LRP5,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling
WNT2_FZD9_LRP5,Wnt2  - (Fzd9+Lrp5),WNT,Wnt2,FZD9_LRP5,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling
WNT2B_FZD1_LRP5,Wnt2b  - (Fzd1+Lrp5),WNT,Wnt2b,FZD1_LRP5,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling
WNT2B_FZD10_LRP5,Wnt2b  - (Fzd10+Lrp5),WNT,Wnt2b,FZD10_LRP5,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling
WNT2B_FZD2_LRP5,Wnt2b  - (Fzd2+Lrp5),WNT,Wnt2b,FZD2_LRP5,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling
WNT2B_FZD3_LRP5,Wnt2b  - (Fzd3+Lrp5),WNT,Wnt2b,FZD3_LRP5,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling
WNT2B_FZD4_LRP5,Wnt2b  - (Fzd4+Lrp5),WNT,Wnt2b,FZD4_LRP5,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling
WNT2B_FZD5_LRP5,Wnt2b  - (Fzd5+Lrp5),WNT,Wnt2b,FZD5_LRP5,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling
WNT2B_FZD6_LRP5,Wnt2b  - (Fzd6+Lrp5),WNT,Wnt2b,FZD6_LRP5,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling
WNT2B_FZD7_LRP5,Wnt2b  - (Fzd7+Lrp5),WNT,Wnt2b,FZD7_LRP5,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling
WNT2B_FZD8_LRP5,Wnt2b  - (Fzd8+Lrp5),WNT,Wnt2b,FZD8_LRP5,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling
WNT2B_FZD9_LRP5,Wnt2b  - (Fzd9+Lrp5),WNT,Wnt2b,FZD9_LRP5,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling
WNT3_FZD1_LRP5,Wnt3  - (Fzd1+Lrp5),WNT,Wnt3,FZD1_LRP5,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling
WNT3_FZD10_LRP5,Wnt3  - (Fzd10+Lrp5),WNT,Wnt3,FZD10_LRP5,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling
WNT3_FZD2_LRP5,Wnt3  - (Fzd2+Lrp5),WNT,Wnt3,FZD2_LRP5,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling
WNT3_FZD3_LRP5,Wnt3  - (Fzd3+Lrp5),WNT,Wnt3,FZD3_LRP5,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling
WNT3_FZD4_LRP5,Wnt3  - (Fzd4+Lrp5),WNT,Wnt3,FZD4_LRP5,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling
WNT3_FZD5_LRP5,Wnt3  - (Fzd5+Lrp5),WNT,Wnt3,FZD5_LRP5,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling
WNT3_FZD6_LRP5,Wnt3  - (Fzd6+Lrp5),WNT,Wnt3,FZD6_LRP5,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling
WNT3_FZD7_LRP5,Wnt3  - (Fzd7+Lrp5),WNT,Wnt3,FZD7_LRP5,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling
WNT3_FZD8_LRP5,Wnt3  - (Fzd8+Lrp5),WNT,Wnt3,FZD8_LRP5,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling
WNT3_FZD9_LRP5,Wnt3  - (Fzd9+Lrp5),WNT,Wnt3,FZD9_LRP5,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling
WNT3A_FZD1_LRP5,Wnt3a  - (Fzd1+Lrp5),WNT,Wnt3a,FZD1_LRP5,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling
WNT3A_FZD10_LRP5,Wnt3a  - (Fzd10+Lrp5),WNT,Wnt3a,FZD10_LRP5,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling
WNT3A_FZD2_LRP5,Wnt3a  - (Fzd2+Lrp5),WNT,Wnt3a,FZD2_LRP5,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling
WNT3A_FZD3_LRP5,Wnt3a  - (Fzd3+Lrp5),WNT,Wnt3a,FZD3_LRP5,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling
WNT3A_FZD4_LRP5,Wnt3a  - (Fzd4+Lrp5),WNT,Wnt3a,FZD4_LRP5,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling
WNT3A_FZD5_LRP5,Wnt3a  - (Fzd5+Lrp5),WNT,Wnt3a,FZD5_LRP5,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling
WNT3A_FZD6_LRP5,Wnt3a  - (Fzd6+Lrp5),WNT,Wnt3a,FZD6_LRP5,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling
WNT3A_FZD7_LRP5,Wnt3a  - (Fzd7+Lrp5),WNT,Wnt3a,FZD7_LRP5,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling
WNT3A_FZD8_LRP5,Wnt3a  - (Fzd8+Lrp5),WNT,Wnt3a,FZD8_LRP5,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling
WNT3A_FZD9_LRP5,Wnt3a  - (Fzd9+Lrp5),WNT,Wnt3a,FZD9_LRP5,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling
WNT4_FZD1_LRP5,Wnt4  - (Fzd1+Lrp5),WNT,Wnt4,FZD1_LRP5,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling
WNT4_FZD10_LRP5,Wnt4  - (Fzd10+Lrp5),WNT,Wnt4,FZD10_LRP5,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling
WNT4_FZD2_LRP5,Wnt4  - (Fzd2+Lrp5),WNT,Wnt4,FZD2_LRP5,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling
WNT4_FZD3_LRP5,Wnt4  - (Fzd3+Lrp5),WNT,Wnt4,FZD3_LRP5,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling
WNT4_FZD4_LRP5,Wnt4  - (Fzd4+Lrp5),WNT,Wnt4,FZD4_LRP5,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling
WNT4_FZD5_LRP5,Wnt4  - (Fzd5+Lrp5),WNT,Wnt4,FZD5_LRP5,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling
WNT4_FZD6_LRP5,Wnt4  - (Fzd6+Lrp5),WNT,Wnt4,FZD6_LRP5,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling
WNT4_FZD7_LRP5,Wnt4  - (Fzd7+Lrp5),WNT,Wnt4,FZD7_LRP5,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling
WNT4_FZD8_LRP5,Wnt4  - (Fzd8+Lrp5),WNT,Wnt4,FZD8_LRP5,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling
WNT4_FZD9_LRP5,Wnt4  - (Fzd9+Lrp5),WNT,Wnt4,FZD9_LRP5,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling
WNT6_FZD1_LRP5,Wnt6  - (Fzd1+Lrp5),WNT,Wnt6,FZD1_LRP5,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling
WNT6_FZD10_LRP5,Wnt6  - (Fzd10+Lrp5),WNT,Wnt6,FZD10_LRP5,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling
WNT6_FZD2_LRP5,Wnt6  - (Fzd2+Lrp5),WNT,Wnt6,FZD2_LRP5,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling
WNT6_FZD3_LRP5,Wnt6  - (Fzd3+Lrp5),WNT,Wnt6,FZD3_LRP5,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling
WNT6_FZD4_LRP5,Wnt6  - (Fzd4+Lrp5),WNT,Wnt6,FZD4_LRP5,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling
WNT6_FZD5_LRP5,Wnt6  - (Fzd5+Lrp5),WNT,Wnt6,FZD5_LRP5,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling
WNT6_FZD6_LRP5,Wnt6  - (Fzd6+Lrp5),WNT,Wnt6,FZD6_LRP5,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling
WNT6_FZD7_LRP5,Wnt6  - (Fzd7+Lrp5),WNT,Wnt6,FZD7_LRP5,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling
WNT6_FZD8_LRP5,Wnt6  - (Fzd8+Lrp5),WNT,Wnt6,FZD8_LRP5,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling
WNT6_FZD9_LRP5,Wnt6  - (Fzd9+Lrp5),WNT,Wnt6,FZD9_LRP5,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling
WNT7A_FZD1_LRP5,Wnt7a  - (Fzd1+Lrp5),WNT,Wnt7a,FZD1_LRP5,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling
